TEXT,Label
nuke the unborn gay whales for jesus,0
whoever invented mail merge can absolutely say faggot,1
i have upgraded your status from gangsta to playa this nigger here understands what real issues are due to his objectivity and foresight,0
now you are just a stupid cuck with your gay ass optics and asian gf linking daily stormer tho that weird cuz ur a gay ass optics cuck,1
oh look another anti white kike on gab my muslim buddies stab jews for peace,1
mm i d differ lots whores in jew wood swallowing daily but they are perpetually swallowing a clue lies in what arabs noted in wars against jews jews had strong jew identity so they won another talmud has edict that jews should help other jews jews network and collude mobile ethno state,1
most of the violent muzzies are inbred retards with iq of ,1
        hey uneducated brainwashed sangi chaddi jihadi bjp it coolie if every countries become narrow minded extremist like you hindu jihadi give up liberal secular value  million indian rotting in ind even muslim country like dubai have  indian hindu ungrateful chaddijihadis,1
tomorrow i will continue drawing the loli nazi for sure,0
lmao faggot fell lmao fuck the white boys,1
it officially october where my niggers jason n freddy,0
 should have never been a national news story to begin with it is only to push the rise of hate during trump presidency narrative which is a lie the media and blavity blacks are orgasmic for these type of stories,0
oafqueefers really are just boomer antifa they certainly parrot every dumb anti white meme of antifa whites are one of the least inbred races of them all as opposed to the niggers and arabs antifa and oafqueefers are fine with flooding america,1
matt healy is homophobic and racist and i don ’ t want to hear anyone say otherwise,1
je kan een moslim wel je andere wang toekeren maar dan delf je het onderspit,0
really fucking hate having to be myself sometimes,0
i have said to this to an extent before but i wanna be clear on my stance if you are not cisgender heteroromantic and heterosexual and wish to identify as queer i say you can period,0
 true and any non muslims in muslim countries,0
 it ’ black refugees speaking at the protest themselves and addressing their issues,1
i have read your talmud kikess you are lying through your teeth you filthy jew whores conquer nations through subversion of culture and intermarrying in order to dilute white genes and create more little yidlets that why jewishness is passed via matrilineality gas yourself,1
  bus loads of immigrants landed in bandonnel military airport today  this has now been confirmed,0
yea im def a dyke cause pretty boys r so ugly to me n also all the rest of them,0
one of you goys needs to make a first goy shooter like black ops zombies but instead of brother zombies make kike zombies for ps4 i would pay  dollars for that,1
